titel,kategori,url,combined_text
Arkitektur og design,Ingeniørfag,https://www.ug.dk/uddannelser/bachelorogkandidatuddannelser/bacheloruddannelser/tekniskvidenskabeligebacheloruddannelser/civilingenioeruddannelser/arkitektur-og-design,"Arkitektur og design.Ingeniørfag.Fokus er på teknisk design af bygninger og bydele, og du lærer at udarbejde konkrete projekter, hvor form og konstruktion kombineres og fremstår som et hele. Du arbejder både teoretisk og praktisk med design og konstruktion og får undervisning i fag som konstruktion og indeklima i huse, analyser af byarkitektur, designmetoder og koncept- og produktudvikling. Du vil have jobmuligheder på tegnestuer, hos rådgivende ingeniørvirksomheder, i udviklingsafdelinger i større virksomheder og designvirksomheder..Undervisningen veksler mellem forelæsninger, workshops, projektarbejde i grupper med vejledning, individuelt projektarbejde og studier. Industrielt design Urban design Architectural Engineering Jobmuligheder Uddannelsen giver dig jobmuligheder hos fx designvirksomheder, rådgivende ingeniørfirmaer, arkitektfirmaer, tegnestuer eller udviklingsafdelinger i større industrivirksomheder. Du kan også finde job i private eller offentlige informations- og servicevirksomheder. Arbejdsområder Ingeniørarbejde Arkitektarbejde, design og planlægning Vigtige pointer: du lærer at udarbejde konkrete projekter, hvor form og konstruktion kombineres og fremstår som et hele."
Bioteknologi civilingenioer,Ingeniørfag,https://www.ug.dk/uddannelser/bachelorogkandidatuddannelser/bacheloruddannelser/tekniskvidenskabeligebacheloruddannelser/civilingenioeruddannelser/bioteknologi-civilingenioer,"Bioteknologi civilingenioer.Ingeniørfag.Ingeniøruddannelsen i bioteknologi rummer både biologi, kemi, procesteknologi og ingeniørvidenskab. Du arbejder med løsninger på nogle af samfundets store udfordringer og lærer, hvordan man udvikler ny og bedre medicin. Du lærer også om produktion af miljøvenlig energi, og hvordan vi arbejder på at finde en løsning på udfordringen med bakterier, der er modstandsdygtige over for antibiotika. Efter bacheloruddannelsen kan du fortsætte på en kandidatuddannelse til civilingeniør og specialisere dig yderligere. Som færdiguddannet har du jobmuligheder i fx bioteknologiske virksomheder og i den farmaceutiske industri..Undervisningen består af både laboratoriearbejde, forelæsninger, holdundervisning med bl.a. diskussion og studenteroplæg samt projektarbejde i grupper. Biotechnology (Engineering) Bioinformatics and Systems Biology Biotechnology and Chemical Engineering Jobmuligheder Du vil efterfølgende have jobmuligheder i farmaceutiske og bioteknologiske virksomheder, i industrien eller i offentlige og private forskningsinstitutioner. Arbejdsområder Ingeniørarbejde Naturvidenskabeligt arbejde Vigtige pointer: Du arbejder med løsninger på nogle af samfundets store udfordringer og lærer, hvordan man udvikler ny og bedre medicin. Du lærer også om produktion af miljøvenlig energi, og hvordan vi arbejder på at finde en løsning på udfordringen med bakterier, der er modstandsdygtige over for antibiotika."
Energi og miljoeplanlaegning,Ingeniørfag,https://www.ug.dk/uddannelser/bachelorogkandidatuddannelser/bacheloruddannelser/tekniskvidenskabeligebacheloruddannelser/civilingenioeruddannelser/energi-og-miljoeplanlaegning,"Energi og miljoeplanlaegning.Ingeniørfag.På uddannelsen arbejder du med byudvikling, energi og miljø i en international, national og lokal sammenhæng. Uddannelsen retter sig mod dig, der ønsker at arbejde med planlægning af fremtiden bæredygtige samfund. Uddannelsen kombinerer elementer fra ingeniørvidenskab og samfundsvidenskab, og du får indsigt i både teknologiske, politiske, miljømæssige, juridiske og økonomiske problemstillinger. Urban, Energy and Environmental Planning Bemærk: Der findes ikke en samlet oversigt over mulige kandidatuddanelser. Jobmuligheder Du vil som færdiguddannet have jobmuligheder i private konsulent- og rådgivningsvirksomheder, energi- og forsyningsvirksomheder, kommuner, regioner, ministerier og i internationale organisationer. Arbejdsområder Ingeniørarbejde , naturvidenskabeligt arbejde Vigtige pointer: du får indsigt i både teknologiske, politiske, miljømæssige, juridiske og økonomiske problemstillinger."
Byggeri,Ingeniørfag,https://www.ug.dk/uddannelser/bachelorogkandidatuddannelser/bacheloruddannelser/tekniskvidenskabeligebacheloruddannelser/civilingenioeruddannelser/byggeri,"Byggeri.Ingeniørfag.Uddannelsen i byggeri handler om bygningsdesign og projektering af konstruktioner og infrastrukturelle bygværker. På uddannelsen lærer du, hvordan man skaber helhedsorienterede og bæredygtige bygninger og infrastrukturelle anlæg. Du arbejder med bygningsdesign og byggeteknologi, bl.a. med fokus på konstruktionsdesign, arkitektur, indeklima, bæredygtighed, infrastruktur og geoteknik. Byggeri Bemærk: Der findes ikke en samlet oversigt over mulige kandidatuddannelser. Jobmuligheder Dine fremtidige jobmuligheder ligger inden for rådgivende ingeniørfirmaer, i arkitektvirksomheder, hos materialeproducenter samt i forsknings- og vidensinstitutioner og ved offentlige myndigheder. Her vil du kunne arbejde som eksempelvis specialist inden for geoteknik, design af stål-, træ eller betonkonstruktioner eller med design af moderne, højteknologiske lavenergibygninger. Arbejdsområder Ingeniørarbejde Arkitektarbejde, design og planlægning Vigtige pointer: Du arbejder med bygningsdesign og byggeteknologi, bl.a. med fokus på konstruktionsdesign, arkitektur, indeklima, bæredygtighed, infrastruktur og geoteknik."
Byggeri og anlaeg,Ingeniørfag,https://www.ug.dk/uddannelser/bachelorogkandidatuddannelser/bacheloruddannelser/tekniskvidenskabeligebacheloruddannelser/civilingenioeruddannelser/byggeri-og-anlaeg,"Byggeri og anlaeg.Ingeniørfag.Du får viden om, hvordan man bygger huse, veje, broer eller havne. Det kan også være andre infrastrukturelle anlæg, fx kloak- og vandforsyningssystemer. På uddannelsen får du overblik over alle faser i en byggeproces. Du lærer om beregning og skitsetegning ved hjælp af tekniske tegneprogrammer (CAD) og om projektledelse og udførelse af byggeriet. Du vil efterfølgende have jobmuligheder i entreprenørvirksomheder, rådgivende ingeniørfirmaer eller kommuners tekniske forvaltninger..Undervisningen veksler mellem forelæsninger, laboratoriearbejde, øvelsestimer og problemorienteret projektarbejde i grupper. Afhængig af specialisering kan du bl.a. komme ind på følgende kandidatuddannelser: Byggeledelse Indoor Environmental and Energy Engineering Structural and Civil Engineering Veje og trafik Mechanical Design Bemærk: Der findes ikke en samlet oversigt over mulige kandidatuddannelser. Jobmuligheder Som færdiguddannet kandidat vil du have jobmuligheder i entreprenørvirksomheder, rådgivende ingeniørfirmaer eller kommuners tekniske forvaltninger. Arbejdsområder Ingeniørarbejde Vigtige pointer: Du får viden om, hvordan man bygger huse, veje, broer eller havne. Du lærer om beregning og skitsetegning ved hjælp af tekniske tegneprogrammer (CAD) og om projektledelse og udførelse af byggeriet."
Byggeteknologi,Ingeniørfag,https://www.ug.dk/uddannelser/bachelorogkandidatuddannelser/bacheloruddannelser/tekniskvidenskabeligebacheloruddannelser/civilingenioeruddannelser/byggeteknologi,"Byggeteknologi.Ingeniørfag.Uddannelsen i byggeteknologi handler om planlægning og opførelse af boliger, byer, broer, veje og havneanlæg. Du lærer såvel om byggematerialer og konstruktioner som om energiforbrug og miljø. Desuden får du kendskab til de økonomiske og ledelsesmæssige forhold omkring et bygge- eller anlægsprojekt. Du vil som færdiguddannet typisk have jobmuligheder i entreprenørvirksomheder, rådgivende ingeniørfirmaer eller kommuners tekniske forvaltninger..Undervisningen veksler mellem forelæsninger, individuelt arbejde, gruppearbejde og projektarbejde herunder bl.a. projektsamarbejde med virksomheder. Byggeteknologi Bemærk: Der findes ikke en samlet oversigt over mulige kandidatuddannelser. Jobmuligheder Som færdiguddannet kandidat vil du have jobmuligheder i entreprenørvirksomheder, rådgivende ingeniørfirmaer eller kommuners tekniske forvaltninger. Arbejdsområder: Ingeniørarbejde Vigtige pointer: Du lærer såvel om byggematerialer og konstruktioner som om energiforbrug og miljø."
Bygningsdesign,Ingeniørfag,https://www.ug.dk/uddannelser/bachelorogkandidatuddannelser/bacheloruddannelser/tekniskvidenskabeligebacheloruddannelser/civilingenioeruddannelser/bygningsdesign,"Bygningsdesign.Ingeniørfag.På bacheloruddannelsen i bygningsdesign lærer du om, hvordan bygninger udformes med mindst mulig energi- og ressourceforbrug. Du beskæftiger dig med design af fremtidens bæredygtige bygninger og udvikling af nye komponenter og systemer til bygninger. Der er fokus på design, energi, konstruktion og bæredygtighed. Efter bacheloruddannelsen kan du fortsætte på en kandidatuddannelse og blive civilingeniør. Som færdiguddannet vil du have jobmuligheder inden for bl.a. byggebranchen..Undervisningen veksler mellem holdundervisning, forelæsninger, gruppearbejde og projektarbejde. Bygningsdesign Jobmuligheder Som færdiguddannet kandidat har du jobmuligheder inden for byggesektoren og i rådgivningsvirksomheder i samme branche. Arbejdsområder Ingeniørarbejde Arkitektarbejde, design og planlægning"
Bygningsteknik og design,Ingeniørfag,https://www.ug.dk/uddannelser/bachelorogkandidatuddannelser/bacheloruddannelser/tekniskvidenskabeligebacheloruddannelser/civilingenioeruddannelser/bygningsteknik-og-design,"Bygningsteknik og design.Ingeniørfag.Du lærer, hvordan vi bæredygtigt og digitalt designer bygninger, byer og infrastruktur for fremtiden. Uddannelsen giver dig kompetencer inden for bygningsdesign, infrastruktur, byplanlægning, projekt- og byggeledelse, facadedesign og digitalt design. Når du er færdiguddannet, kan du arbejde som rådgivende ingeniør, teknisk specialist, forsker eller konsulent i forskellige brancher..Undervisningen veksler mellem holdundervisning, forelæsninger, individuelt arbejde, gruppearbejde og projektarbejde. Udlandsophold Der er mulighed for at læse et semester i udlandet. Bygningsteknik og -design Bemærk: Der findes ikke en samlet liste over mulige kandidatuddannelser. Jobmuligheder Du vil som færdiguddannet kunne arbejde med planlægning, design, projektering og udførelse af bygge- og anlægsprojekter i rådgivende ingeniørfirmaer, arkitekttegnestuer, materiale- og bygningsdeleproducenter, offentlige forvaltninger, ejendomsudviklere eller entreprenørfirmaer. Her kan du arbejde som fagspecialist, konsulent, designer, projektleder eller byggeleder. Uddannelsen giver dig også muligheder for at arbejde i udlandet. Arbejdsområder Ingeniørarbejde"
Baeredygtige byggeprocesser,Ingeniørfag,https://www.ug.dk/uddannelser/bachelorogkandidatuddannelser/bacheloruddannelser/tekniskvidenskabeligebacheloruddannelser/civilingenioeruddannelser/baeredygtige-byggeprocesser,"Baeredygtige byggeprocesser.Ingeniørfag.Uddannelsen giver dig en profil som bygningsingeniør med speciale i bæredygtigt byggeri. Uddannelsen har fokus på bæredygtighed i byggeriet ud fra emnerne miljø, økonomi og det sociale aspekt. Du får viden om byggeteknik, brugen af bygninger og styring af byggeprocesser på tværs af fagligheder. Du vil efterfølgende have jobmuligheder i arkitekt-, ingeniør- og entreprenørvirksomheder..Undervisningen veksler mellem forelæsninger, øvelsestimer og problemorienteret projektarbejde i grupper. Byggeledelse og bygningsinformatik Byggeledelse Indoor Environmental and Energy Engineering Building Energy Design Bygningsdesign Bygningsteknologi Byggeri Bæredygtige byggeprocesser (åbner i 2025) Bemærk: Der findes ikke en samlet oversigt over mulige kandidatuddannelser. Jobmuligheder Som færdiguddannet kandidat vil du have jobmuligheder i entreprenørvirksomheder, rådgivende ingeniørfirmaer eller kommuners tekniske forvaltninger. Arbejdsområder Ingeniørarbejde Vigtige pointer: Du får viden om byggeteknik, brugen af bygninger og styring af byggeprocesser på tværs af fagligheder."
Baeredygtigt design,Ingeniørfag,https://www.ug.dk/uddannelser/bachelorogkandidatuddannelser/bacheloruddannelser/tekniskvidenskabeligebacheloruddannelser/civilingenioeruddannelser/baeredygtigt-design,"Baeredygtigt design.Ingeniørfag.På bacheloruddannelsen får du metoder til at arbejde konkret med teknologi, bæredygtighed og innovation ved design af nye produkter, systemer eller services. Undervisningen kobler udvikling af nye teknologiske produkter og serviceydelser med samfundets behov for bæredygtig udvikling og omstilling. Der er særligt fokus på at kombinere de tekniske færdigheder med etnografiske metoder for at kunne udvikle en bæredygtig brugspraksis. Du vil efterfølgende have jobmuligheder inden for innovation, bæredygtighed og omstilling af produktion og forbrug inden for offentlige organisationer såvel som produktionsvirksomheder..Undervisningen veksler mellem holdundervisning, forelæsninger og projektarbejde. Sustainable Design Bemærk: Der findes ikke en samlet oversigt over mulige kandidatuddannelser. Jobmuligheder Uddannelsen giver dig fremtidige jobmuligheder inden for innovation, bæredygtighed og omstilling af produktion og forbrug inden for offentlige organisationer og produktionsvirksomheder. Arbejdsområder Ingeniørarbejde"
Baeredygtigt energidesign,Ingeniørfag,https://www.ug.dk/uddannelser/bachelorogkandidatuddannelser/bacheloruddannelser/tekniskvidenskabeligebacheloruddannelser/civilingenioeruddannelser/baeredygtigt-energidesign,"Baeredygtigt energidesign.Ingeniørfag.Du lærer at designe innovative løsninger til energisystemer og til elementer, der indgår i forbindelse med fx vindmøller, solceller, elbiler og energilagring. Uddannelsen giver dig en naturvidenskabelig baggrund suppleret med fagspecifikke fag inden for energi. Du bliver klædt på til at læse videre inden for energidesign, smarte systemer og digitale løsninger i et samfund, hvor innovation og entreprenørskab er centrale elementer. Udlandsophold ​Det er muligt at tilrettelægge et studieforløb, som omfatter et semester i udlandet. Vindenergi Elektroteknologi Jobmuligheder Som færdiguddannet vil du kunne løse opgaver i virksomheder inden for energiplanlægning, teknologiudvikling, rådgivning eller i energiindustrien. Du vil også have jobmuligheder i firmaer, der leverer energiløsninger til det voksende verdensmarked, eller du kan starte din egen virksomhed Arbejdsområder Ingeniørarbejde Vigtige pointer: Du lærer at designe innovative løsninger til energisystemer og til elementer, der indgår i forbindelse med fx vindmøller, solceller, elbiler og energilagring."
Computer engineering,Ingeniørfag,https://www.ug.dk/uddannelser/bachelorogkandidatuddannelser/bacheloruddannelser/tekniskvidenskabeligebacheloruddannelser/civilingenioeruddannelser/computer-engineering,"Computer engineering.Ingeniørfag.Du lærer om computerarkitektur, udvikling af computersystemer fra bunden og design af chipteknologi. Du lærer at programmere og får viden om hardwaredesign, softwareudvikling og de nyeste teknologier. Som færdiguddannet kan du fx arbejde med it-rådgivning, udvikling af computersystemer eller chipdesign..Undervisningen veksler mellem forelæsninger, holdundervisning, øvelsestimer og laboratorie- og projektarbejde. Udlandsophold Du har i løbet af uddannelsen mulighed for at vælge udlandsophold. Informationsteknologi Elektroteknologi Du kan også vælge at læse din kandidatuddannelse på et andet universitet. Bemærk: Der findes ikke en samlet oversigt over mulige kandidatuddannelser. Jobmuligheder Som færdiguddannet vil du have mulighed for at arbejde med rådgivning og udvikling i bl.a. it- og elektronikvirksomheder. Arbejdsområder Ingeniørarbejde Få mere at vide Se oversigt over it-uddannelser på universiteterne (futurepeople.dk) Vigtige pointer: Du lærer om computerarkitektur, udvikling af computersystemer fra bunden og design af chipteknologi. Du lærer at programmere og får viden om hardwaredesign, softwareudvikling og de nyeste teknologier."
Computerteknologi,Ingeniørfag,https://www.ug.dk/uddannelser/bachelorogkandidatuddannelser/bacheloruddannelser/tekniskvidenskabeligebacheloruddannelser/civilingenioeruddannelser/computerteknologi,"Computerteknologi.Ingeniørfag.Uddannelsen handler om udvikling af kommunikations- og computernetværk og større sammensatte systemer, hvor software og hardware skal spille sammen. Under uddannelsen lærer du at arbejde med systemer fx til tog, biler, satellitter, robotter eller cybersikkerhed. Du får et solidt kendskab til computernetværk, programmering og udvikling af komplekse computerbaserede systemer. Du kan fx søge optagelse på følgende uddannelser: Computerteknologi (AU i Aarhus) Cyber Security (AAU København) Communication Technology (AAU Aalborg) Jobmuligheder Du vil have jobmuligheder i elektronikvirksomheders udviklingsafdelinger eller i salgsafdelinger, produktionsvirksomheder, rådgivende ingeniørfirmaer mv. Uddannelsens nære samarbejde med erhvervslivet kvalificerer dig til både det danske og det internationale arbejdsmarked. Arbejdsområder Systemudvikling, programmering og design Ingeniørarbejde Få mere at vide Se oversigt over it-uddannelser på universiteterne (futurepeople.dk) Vigtige pointer: Du får et solidt kendskab til computernetværk, programmering og udvikling af komplekse computerbaserede systemer."
Cyber og computerteknologi,Ingeniørfag,https://www.ug.dk/uddannelser/bachelorogkandidatuddannelser/bacheloruddannelser/tekniskvidenskabeligebacheloruddannelser/civilingenioeruddannelser/cyber-og-computerteknologi,"Cyber og computerteknologi.Ingeniørfag.Du lærer om cybersikkerhed, bæredygtige tekniske løsninger og hvordan computere er opbygget og kommunikerer med andre teknologier i netværk. Du får bl.a. viden om internet- og cloudteknologier. Du lærer at programmere og får viden om cybersikkerhed og matematikkens rolle i computerteknologi. Du får også kendskab til at arbejde agilt og teambaseret. Udlandsophold Der er mulighed for udlandsophold på 5. semester. Du kan komme ind på: Kandidatuddannelsen i Cyber Security Du kan også søge ind på andre tekniske kandidatuddannelser. Jobmuligheder Dine jobmuligheder vil typisk være inden for softwareudvikling, som ansvarlig for system- og netværksopbygning og vedligeholdelse samt rådgivningsopgaver og lignende. Arbejdsområder Ingeniørarbejde It og teleteknik Få mere at vide Se oversigt over de forskellige it-uddannelser på universiteterne Vigtige pointer: Du lærer om cybersikkerhed, bæredygtige tekniske løsninger og hvordan computere er opbygget og kommunikerer med andre teknologier i netværk. Du får bl.a. viden om internet- og cloudteknologier. Du lærer at programmere og får viden om cybersikkerhed og matematikkens rolle i computerteknologi. Du får også kendskab til at arbejde agilt og teambaseret."
Cyberteknologi,Ingeniørfag,https://www.ug.dk/uddannelser/bachelorogkandidatuddannelser/bacheloruddannelser/tekniskvidenskabeligebacheloruddannelser/civilingenioeruddannelser/cyberteknologi,"Cyberteknologi.Ingeniørfag.På bacheloruddannelsen får du viden om og mulighed for at udvikle den cyberteknologi, som er grundlaget for kommunikation i fremtidens digitale samfund. Du får undervisning i teknologiske fag som software, digitalt design og kommunikationsteknologi, som understøttes af et solidt fundament af matematik, fysik og træning i projektarbejde. Efter bacheloruddannelsen kan du fortsætte på en kandidatuddannelse og blive civilingeniør. Du vil efterfølgende have jobmuligheder inden for it- og telebranchen samt elektronikindustrien..Undervisningen veksler mellem forelæsninger, holdundervisning, øvelsestimer og projektarbejde. Kommunikationsteknologier og systemdesign Menneskeorienteret kunstig intelligens Bemærk: Der findes ikke en samlet oversigt over mulige kandidatuddannelser. Jobmuligheder Dine fremtidige jobmuligheder vil være i mange forskellige typer af virksomheder. Det kan fx være inden for udvikling af hardware og software til fx fremtidens mobiltelefoner, udvikling af nye tjenester hos tjenesteudbyderne eller planlægning af fremtidens kommunikationsnetværk. Arbejdsområder Systemudvikling, programmering og design Få mere at vide Se oversigt over de forskellige it-uddannelser på universiteterne Vigtige pointer: Du får undervisning i teknologiske fag som software, digitalt design og kommunikationsteknologi, som understøttes af et solidt fundament af matematik, fysik og træning i projektarbejde."
Data science og management,Ingeniørfag,https://www.ug.dk/uddannelser/bachelorogkandidatuddannelser/bacheloruddannelser/tekniskvidenskabeligebacheloruddannelser/civilingenioeruddannelser/data-science-og-management,"Data science og management.Ingeniørfag.Uddannelsen kombinerer undervisning i avanceret matematik og datahåndtering med ledelse og business. Du lærer at planlægge og lede ingeniøropgaver og sikre, at nye teknologiske løsninger både er til gavn for samfundet og en god forretning. Du får viden om matematisk modellering og beslutningsstøtte, håndtering af større datamængder og om ledelsesopgaver, der er knyttet til planlægning og optimering af processer og produktion. Business Analytics Industriel økonomi og teknologiledelse Transport og logistik Matematisk modellering og computing Bæredygtig energi Bemærk: Der findes ikke en samlet oversigt over mulige kandidatuddannelser. Jobmuligheder Du vil have jobmuligheder i industri-, forsknings- og servicevirksomheder, hvor du vil kunne varetage funktioner i forbindelse med håndtering af store datamængder og beslutningsstøttesystemer. Arbejdsområder Ingeniørarbejde Vigtige pointer: Du lærer at planlægge og lede ingeniøropgaver og sikre, at nye teknologiske løsninger både er til gavn for samfundet og en god forretning. Du får viden om matematisk modellering og beslutningsstøtte, håndtering af større datamængder og om ledelsesopgaver, der er knyttet til planlægning og optimering af processer og produktion."
Design og innovation,Ingeniørfag,https://www.ug.dk/uddannelser/bachelorogkandidatuddannelser/bacheloruddannelser/tekniskvidenskabeligebacheloruddannelser/civilingenioeruddannelser/design-og-innovation,"Design og innovation.Ingeniørfag.Uddannelsens fokus er udvikling af nye teknologiske løsninger, der sparer på ressourcerne og understøtter udviklingen af et bæredygtigt samfund. På design og innovation får du den praktiske erfaring og den teknologiske viden, du skal bruge for at kunne designe fremtidens produkter og systemer. Tværfaglighed, kreativitet, teamwork og samarbejde er nøgleord i uddannelsen, og projektarbejde er den røde tråd gennem hele studieforløbet. De naturvidenskabelige grundfag – fx termodynamik, materialelære, matematik, fysik og kemi – indgår naturligt i arbejdet. Design og innovation Jobmuligheder Du vil efterfølgende som færdiguddannet have jobmuligheder inden for design og produktudvikling i fx industrivirksomheder. Arbejdsområder Ingeniørarbejde"
Elektronik,Ingeniørfag,https://www.ug.dk/uddannelser/bachelorogkandidatuddannelser/bacheloruddannelser/tekniskvidenskabeligebacheloruddannelser/civilingenioeruddannelser/elektronik,"Elektronik.Ingeniørfag.Du bliver i stand til at designe og udvikle elektronisk udstyr. På uddannelsen lærer du at designe og udvikle elektronisk udstyr, som bruges i mange forskellige sammenhænge. Det kan fx være inden for grønne energisystemer som vindmøller og solceller eller inden for forbrugerelektronik, robotter eller elektronik til medicinsk udstyr. Som færdiguddannet vil du bl.a. kunne arbejde som udviklingsingeniør, projektleder eller du kan starte din egen virksomhed..Undervisningen foregår som holdundervisning og projektarbejde. Sprog Udlandsophold Du har i løbet af uddannelsen mulighed for at tage et semester på et udenlandsk universitet. Det giver dig mulighed for at udbygge din faglighed, styrke dine sprogkundskaber og få et internationalt netværk samtidig med, at du får kendskab til fremmede kulturer. Electronics Bemærk : Der findes ikke en samlet oversigt over mulige kandidatuddannelser. Jobmuligheder Uddannelsen giver dig fremtidige jobmuligheder inden for forskning, udvikling og innovation. Arbejdsområder Ingeniørarbejde Få mere at vide Se oversigt over it-uddannelser på universiteterne (futurepeople.dk) Vigtige pointer: du får kendskab til fremmede kulturer."
Elektronik og systemdesign,Ingeniørfag,https://www.ug.dk/uddannelser/bachelorogkandidatuddannelser/bacheloruddannelser/tekniskvidenskabeligebacheloruddannelser/civilingenioeruddannelser/elektronik-og-systemdesign,"Elektronik og systemdesign.Ingeniørfag.Du lærer at udvikle elektroniske systemer og software til fx selvkørende biler, robotter, rumfartsteknologi, droner, lydanlæg, høreapparater og trådløs kommunikation. Med udgangspunkt i teorier og metoder lærer du at specificere, designe, analysere og konstruere moderne elektroniske systemer, som indeholder hardware og software. Projekter Electronic Systems Cyber Security Computer Engineering Innovative Communication Technologies and Entrepreneur­ship Jobmuligheder Du har jobmuligheder inden for det private erhvervsliv som fx udvikler eller konsulent. Det kan være i små og store it-virksomheder, produktionsvirksomheder eller rådgivende ingeniørvirksomheder. Arbejdsområder Ingeniørarbejde Systemudvikling, programmering og design Få mere at vide Se oversigt over it-uddannelser på universiteterne (futurepeople.dk) Vigtige pointer: Du lærer at udvikle elektroniske systemer og software til fx selvkørende biler, robotter, rumfartsteknologi, droner, lydanlæg, høreapparater og trådløs kommunikation."
Elektroteknologi,Ingeniørfag,https://www.ug.dk/uddannelser/bachelorogkandidatuddannelser/bacheloruddannelser/tekniskvidenskabeligebacheloruddannelser/civilingenioeruddannelser/elektroteknologi,"Elektroteknologi.Ingeniørfag.Du lærer om sammenhængen mellem software og hardware inden for bl.a. computerteknologi, medicinsk elektronik, vindkraft, robotter og satellitkommunikation. Uddannelsen sætter fokus på elektriske og elektroniske systemer. Du får undervisning i fx digital og analog elektronik, elektromagnetisme, programmering og mikroprocessorer. Matematik og fysik er også vigtige fag på studiet. Som færdiguddannet vil du kunne arbejde som specialist i bl.a. produktionsvirksomheder og rådgivende ingeniørfirmaer og i forsknings- og vidensinstitutioner, der arbejder med og udvikler ny teknologi på tværs af brancher..Undervisningen veksler mellem forelæsninger, holdundervisning, øvelsestimer og laboratorie- og projektarbejde. Du har i løbet af uddannelsen mulighed for at vælge udlandsophold. Electrical Engineering Engineering Accoustics Wind Energy Bemærk: Der findes ikke en samlet oversigt over mulige kandidatuddannelser. Jobmuligheder Som færdiguddannet vil du have jobmuligheder i forskellige produktionsvirksomheder og i deres udviklingsafdelinger. Det kan fx være inden for elkraft, audiologi, medikoelektronik, mobilkommunikation, radarteknologi eller satellitkommunikation. Arbejdsområder Ingeniørarbejde Få mere at vide Se oversigt over it-uddannelser på universiteterne (futurepeople.dk) Vigtige pointer: Du lærer om sammenhængen mellem software og hardware inden for bl.a. computerteknologi, medicinsk elektronik, vindkraft, robotter og satellitkommunikation. Du får undervisning i fx digital og analog elektronik, elektromagnetisme, programmering og mikroprocessorer."
Energi,Ingeniørfag,https://www.ug.dk/uddannelser/bachelorogkandidatuddannelser/bacheloruddannelser/tekniskvidenskabeligebacheloruddannelser/civilingenioeruddannelser/energi,"Energi.Ingeniørfag.Du får grundlæggende teknisk viden inden for fremtidens energikilder og teknologier som fx vindmøller, solceller, brændselsceller, power-2-x og biobrændsler. På uddannelsen lærer du om termisk og elektrisk energiteknik samt mekatronik, som giver dig en grundlæggende viden om energisektoren. Du får også et teoretisk fundament og praktiske værktøjer til at kunne arbejde med udfordringer inden for netop disse områder. Som energiingeniør kan du håndtere komplekse situationer inden for energiområdet. Du kan fx arbejde med planlægning, produktion, forbrug, projektering, udvikling og ledelse..Undervisningen er problembaseret, hvilket betyder, at du arbejder med problemløsninger i projektgrupper. Du følger som udgangspunkt tre kurser hvert semester, og sideløbende skriver du et semesterprojekt med din projektgruppe i tæt samarbejde med forskere og erhvervslivet. På kurserne foregår undervisningen primært som forelæsninger, men der kan forekomme laboratorieforsøg. Energy Engineering Sustainable Energy Engineering Jobmuligheder Du har som færdiguddannet energiingeniør jobmuligheder inden for forskellige former for virksomheder eller erhverv, der vedrører energi. Det kan være lige fra planlægning af fremtidens energisystemer til produktion og forbrug af energi. Arbejdsområder Ingeniørarbejde Naturvidenskabeligt arbejde Vigtige pointer: Du får grundlæggende teknisk viden inden for fremtidens energikilder og teknologier som fx vindmøller, solceller, brændselsceller, power-2-x og biobrændsler. Du får også et teoretisk fundament og praktiske værktøjer til at kunne arbejde med udfordringer inden for netop disse områder. du arbejder med problemløsninger i projektgrupper."
Energisystemer,Ingeniørfag,https://www.ug.dk/uddannelser/bachelorogkandidatuddannelser/bacheloruddannelser/tekniskvidenskabeligebacheloruddannelser/civilingenioeruddannelser/energisystemer,"Energisystemer.Ingeniørfag.Du arbejder med energisystemer og lærer at optimere anvendelsen af eksisterende og nye energiteknologier. Uddannelsen fokuserer på ingeniørfaglige kompetencer inden for energisektoren gennem brug af simulerings- og analyseværktøjer. Du får en bred indsigt i energisystemer, fra teknologierne til de økonomiske og lovgivningsmæssige aspekter inden for det energitekniske område. Som færdiguddannet vil du have jobmuligheder i fx energisektoren, hos energitunge virksomheder, rådgivende ingeniørvirksomheder eller energiselskaber..Undervisningen veksler mellem holdundervisning, forelæsninger og projektarbejde. Energisystemer Bemærk : Der findes ikke en samlet liste over mulige kandidatuddannelser. Jobmuligheder Du vil som færdiguddannet civilingeniør kunne arbejde med fx projekt- og udviklingsarbejde inden for industrielle processer, varmeenergi, køleforsyning og vindenergi. Der vil også være jobmuligheder inden for rådgivende ingeniørarbejde samt projekt- eller serviceledelse inden for energisektoren og konsulentopgaver med fokus på systemløsninger og systemsalg. Endvidere vil der være muligheder for administration inden for statslige styrelser og ministerier, herunder fx administration af autorisationer og sikkerhedsregler i sektoren. Endelig vil du kunne arbejde inden for undervisning og forskning. Arbejdsområder Ingeniørarbejde Vigtige pointer: Du arbejder med energisystemer og lærer at optimere anvendelsen af eksisterende og nye energiteknologier. Du får en bred indsigt i energisystemer, fra teknologierne til de økonomiske og lovgivningsmæssige aspekter inden for det energitekniske område."
