titel,kategori,url,augmented_combined_text
cognitive science,Humaniora,https://www.ug.dk/uddannelser/bachelorogkandidatuddannelser/bacheloruddannelser/humanistiskebacheloruddannelser/oevrigehumaniora/cognitive-science,"cognitive science. humaniora. du lærer om de grundlæggende kognitive processer, der ligger bag menneskets bevidste og ubevidste opfattelser og handlinger. du får indsigt i kognitive processer gennem bl. a. statistisk analyse af data og computerprogrammering. du lærer desuden om eksperimentelle metoder til brug for undersøgelse af den menneskelige kognition både i og uden for laboratoriet. du vil efterfølgende have jobmuligheder inden for bl. a. itbranchen, produktdesign og neurovidenskab. undervisningen veksler mellem holdundervisning og forelæsninger, og der vil være en del praktisk laboratoriearbejde, hvor du lærer at analysere data fra hjernescanninger, adfærdseksperimenter og store tekstdatabaser. . cognitive science informationsvidenskab neuroscience and neuroimaging det er ikke muligt at læse videre på en kandidat i psykologi i , og det er heller ikke muligt at få autorisation som psykolog. : . jobmuligheder du vil efterfølgende kunne arbejde inden for forskningsrådgivning, kommunikationsrådgivning og evaluering. eller du vil kunne arbejde med design, forbrugeradfærd og markedsanalyse. arbejdsområder administrativt arbejde organisation, udvikling og rådgivning du lærer om de grundlæggende kognitive processer, der ligger bag menneskets bevidste og ubevidste opfattelser og handlinger. du får indsigt i kognitive processer gennem bl. a. statistisk analyse af data og computerprogrammering. du lærer desuden om eksperimentelle metoder til brug for undersøgelse af den menneskelige kognition både i og uden for laboratoriet. du lærer at analysere data fra hjernescanninger, adfærdseksperimenter og store tekstdatabaser. jeg er fascineret af, hvordan hjernen behandler information, og elsker at arbejde med dataanalyse og eksperimentel forskning. jeg vil gerne forstå menneskers adfærd og beslutningstagning gennem kombinationen af psykologi og teknologi. jeg brænder for at undersøge kognition ved hjælp af programmering og statistisk metode især i laboratoriemiljøer. cognitive science jobmuligheder hvad kan man blive med en kandidat i kognitiv videnskab? statistik og programmering i humaniora eksempler på studier kognitiv forskningsanalytiker i privat virksomhed eller forskningsinstitut brugeroplevelsesdesigner ux med fokus på adfærdsdata"
dansk,Humaniora,https://www.ug.dk/uddannelser/bachelorogkandidatuddannelser/bacheloruddannelser/humanistiskebacheloruddannelser/oevrigehumaniora/dansk,"dansk. humaniora. på i dansk er der fokus på litteratur, sprog og medier. gennem faglig indsigt i hovedområderne litteratur, sprog og medier samt samspillet imellem dem bliver du ekspert i at læse, skrive og formidle og i at arbejde på tværs af alsidige danskfaglige problemstillinger. i løbet af studietiden arbejder du med litteraturhistorie og litteraturanalyse, mediekultur og medievidenskab samt sprogteori og sproganalyse. du kan specialisere dig inden for flere områder af faget. du kommer til at læse en del både teoretisk litteratur og skønlitteratur, og du skal udarbejde flere større skriftlige opgaver undervejs. dansk : . jobmuligheder giver dig jobmuligheder inden for især formidling, kommunikation og undervisning. du kan fx finde arbejde inden for kulturformidling. pædagogikum dansk er et gymnasie og hffag. kombinerer du faget med et andet gymnasiefag, kan du efterfølgende søge pædagogikum og få undervisningskompetence til gymnasiet. pædagogikum ved de gymnasiale r arbejdsområder administrativt arbejde undervisning på gymnasier, seminarier, højskoler mv. kommunikation og erhvervssprogligt arbejde du kommer til at læse en del både teoretisk litteratur og skønlitteratur, og du skal udarbejde flere større skriftlige opgaver undervejs. 1. formulering af interesser: jeg brænder for at analysere litteratur og sprog, og hvordan de påvirker kultur og kommunikation. mit engagement i medier og fortællekunst gør mig nysgerrig efter at udforske danskfaglige problemstillinger. jeg søger en , hvor jeg kan kombinere kreativt skrivende med teoretisk dybde i sprog og tekst. 2. googlesøgninger: karrieremuligheder med kandidat i dansk hvad kan man blive med en i dansk litteratur og medier? pædagogikum dansk gymnasiekrav 3. jobtitler: kommunikationskonsulent fx i virksomheder eller kulturinstitutioner gymnasielærer i dansk efter pædagogikum"
designkultur med mode og erhvervsoekonomi,Humaniora,https://www.ug.dk/uddannelser/bachelorogkandidatuddannelser/bacheloruddannelser/humanistiskebacheloruddannelser/oevrigehumaniora/designkultur-med-mode-og-erhvervsoekonomi,"designkultur med mode og erhvervsoekonomi. humaniora. på studerer du design i en kulturel og kommerciel sammenhæng og får erhvervsøkonomisk indsigt i markedsføring, organisation og projektledelse. er tværfaglig med fokus på design i en bred kontekst. du lærer om designbegrebet og udviklingen gennem tiden kombineret med fag som fx virksomhedsøkonomi og forbrugeradfærd. praktik der vil være mulighed for praktikophold i løbet af studietiden. designledelse kultur og formidling : . jobmuligheder giver dig fremtidige jobmuligheder som konsulent, formidler, iværksætter eller projektleder inden for virksomheder og organisationer, der beskæftiger sig med design eller kulturel formidling, fx designvirksomheder, produktionsvirksomheder, reklamebureauer, museer eller kulturforvaltninger. arbejdsområder medie, kultur, turisme, idræt og underholdning design formgivning og grafisk arbejde salg og indkøb du lærer om designbegrebet og udviklingen gennem tiden kombineret med fag som fx virksomhedsøkonomi og forbrugeradfærd. 1. formulering af interesser: jeg er passioneret omkring designhistorie og dens samspil med moderne forretningsstrategier. min interesse for mode og kultur kombineret med økonomi gør mig nysgerrig på designets rolle i markedsføring. jeg vil gerne forstå, hvordan design skaber værdi i virksomheder, fra produktudvikling til forbrugeradfærd. 2. googlesøgninger: designkultur jobmuligheder kombination af mode og erhvervsøkonomi studier hvad kan man blive med en i design og markedsføring? 3. jobtitler: designkonsulent f. eks. i et reklamebureau eller produktionsvirksomhed kulturformidler f. eks. på museum eller i kommunal kulturforvaltning note: varianten projektleder inden for design kunne også nævnes, men er allerede implicit i den givne karrierebeskrivelse."
designkultur med rum og aestetik,Humaniora,https://www.ug.dk/uddannelser/bachelorogkandidatuddannelser/bacheloruddannelser/humanistiskebacheloruddannelser/oevrigehumaniora/designkultur-med-rum-og-aestetik,"designkultur med rum og aestetik. humaniora. på arbejder du med design ud fra forskellige perspektiver, både analytisk, teoretisk og historisk. designs mange former og designkulturens udfoldelse i bl. a. medierne, design af både boligen og byrum, og design som æstetisk fænomen er i fokus på . efter kan du søge videre på en kandidat. du vil som færdiguddannet kunne løse opgaver i forbindelse med formidling af design og rådgivning om design, byrum, æstetik og branding. undervisningen veksler mellem holdundervisning, forelæsninger og øvelser, der både kan foregå individuelt og i grupper. designledelse kultur og formidling : der findes ikke en samlet liste over mulige kandidatr. jobmuligheder du vil have jobmuligheder i designvirksomheder, designbureauer, designorganisationer og kulturinstitutioner. arbejdsområder medie, kultur, turisme, idræt og underholdning design, formgivning og grafisk arbejde . 1. formulering af interesser: jeg brænder for at analysere, hvordan design påvirker vores dagligdag og kultur, især indenfor byrum og æstetik. min fascination for designhistorie og formidling af visuelle udtryk gør mig nysgerrig på denne . jeg vil gerne arbejde kreativt med branding og rumdesign, hvor teori og praksis mødes. 2. googlesøgninger: designkultur jobmuligheder hvad kan jeg blive med en i æstetik og rumdesign? kandidatr efter designkultur med rum og æstetik 3. jobtitler: designkonsulent i bureauer eller kommunale projekter kulturformidler f. eks. i museer eller medievirksomheder"
digital design it aestetik og interaktion,Humaniora,https://www.ug.dk/uddannelser/bachelorogkandidatuddannelser/bacheloruddannelser/humanistiskebacheloruddannelser/oevrigehumaniora/digital-design-it-aestetik-og-interaktion,"digital design it aestetik og interaktion. humaniora. du lærer om samspillet mellem interaktive teknologier, mennesker, kunst og kultur. du kommer i løbet af til at arbejde teoretisk, praktisk og analytisk med forskellige typer af design fra løsninger på konkrete problemer til mere eksperimenterende designarbejde. designarbejdet kan være baseret på studier af mennesker og kontekster, men det kan også tage udgangspunkt i udforskning af kunstneriske praksisser og teknologiske muligheder. giver dig en grundlæggende kompetence i at arbejde med digitale services, formidling og æstetiske oplevelser. giver adgang til en kandidat. som færdiguddannet vil du have jobmuligheder både i itbranchen og i den offentlige sektor, eksempelvis inden for digital produkt, koncept og serviceudvikling. undervisningen består af forelæsninger, holdtimer, praktiske øvelsestimer og projektarbejde i grupper. digital design : . jobmuligheder dine jobmuligheder afhænger af, om du læser videre på en kandidat, og i hvilken retning du eventuelt læser videre. som færdiguddannet i digital design kvalificerer du dig til forskellige typer af job, både i private virksomheder og i den offentlige sektor. du vil have jobmuligheder inden for eksempelvis digital produkt, koncept og serviceudvikling. arbejdsområder systemudvikling, programmering og design tværgående itarbejde få mere at vide se oversigt over itr på universiteterne futurepeople. dk du lærer om samspillet mellem interaktive teknologier, mennesker, kunst og kultur. jeg er passioneret omkring, hvordan teknologi og design kan skabe meningsfulde brugeroplevelser, og elsker at udforske grænserne mellem kunst og digital innovation. mit fokus er på interaktive løsninger, der forbinder mennesker med digitale medier især gennem æstetisk og brugervenlig design. jeg brænder for at analysere og forme digitale produkter, der balancerer funktionalitet med kreativt udtryk, inspireret af kultur og adfærd. digital design jobmuligheder hvad laver en digital designer praktisk? kombination af programmering og design i digital produktdesigner fokus på uxui og serviceudvikling interaktionsdesigner arbejde med brugeradfærd og teknologiske løsninger"
digital design med interaktionsstudier og it,Humaniora,https://www.ug.dk/uddannelser/bachelorogkandidatuddannelser/bacheloruddannelser/humanistiskebacheloruddannelser/oevrigehumaniora/digital-design-med-interaktionsstudier-og-it,"digital design med interaktionsstudier og it. humaniora. teknologi handler om mennesker. sætter dig i stand til at skabe fremtidens itløsninger med fokus på mennesker, værdier og relationer. giver dig kompetencer til at løse problemstillinger i tilknytning til digitalisering, itsystemer og kunstig intelligens. du lærer at lave brugerundersøgelser og at designe skræddersyede løsninger med brugerne. du vil bl. a. kunne arbejde som uxdesigner, itkonsulent, digital designer eller somekommunikationskonsulent. undervisningen foregår som holdundervisning, forelæsninger, ekskursioner, elæring og projektarbejde. praktik og udlandsophold på 5. semester kan du tage et projektorienteret forløb praktik i en virksomhed eller organisation. der er også mulighed for, at du kan tilbringe semestret på et udenlandsk universitet. jobmuligheder giver dig fremtidige jobmuligheder i private og offentlige virksomheder, som arbejder med multimedie, webdesign, kommunikationsteknologi og softwareudvikling. du kan også arbejde med fx rådgivning, markedsføring og networking. arbejdsområder systemudvikling, programmering og design få mere at vide se oversigt over itr på universiteterne futurepeople. dk du lærer at lave brugerundersøgelser og at designe skræddersyede løsninger med brugerne. jeg er passioneret omkring, hvordan teknologi og design kan forbedre brugeroplevelser, og vil gerne arbejde med at udvikle menneskecentrerede digitale løsninger. jeg brænder for at undersøge brugeradfærd og skabe innovative itprodukter, der kombinerer kreativitet og teknik. min interesse ligger i digital kommunikation og interaktionsdesign, hvor jeg kan arbejde med både aestetik og funktionalitet i digitale platforme. hvad laver en uxdesigner? løn og jobmuligheder i bedste universiteter til digital design og interaktionsstudier i europa praktikmuligheder inden for itdesign for studerende uxuidesigner digital kommunikationskonsulent kort og præcist som ønsket!"
dramaturgi,Humaniora,https://www.ug.dk/uddannelser/bachelorogkandidatuddannelser/bacheloruddannelser/humanistiskebacheloruddannelser/oevrigehumaniora/dramaturgi,"dramaturgi. humaniora. dramaturgi er videnskaben om det aktuelle teater og dets historiske og teoretiske forudsætninger. giver viden om scenekunst i ind og udland. du lærer om alle former for teater og også om kreative processer, samarbejde og kommunikation. dramaturgistudiet er en teoretisk funderet med praktiske undervisningselementer. dramaturgi æstetik og kultur : . jobmuligheder du vil have fremtidige jobmuligheder inden for teater, radio, tv, film, kultur, events og prkommunikation. mange arbejder også med undervisningsopgaver i fx gymnasiet, på vuc, højskoler, inden for folkeoplysning og på virksomhedsinterne kurser. andre får job med akademisk administrativt arbejde eller planlægning og projektledelse i kulturelle institutioner, både privat og offentligt. pædagogikum dramatik er et gymnasie og hffag. kombinerer du faget med et andet gymnasiefag, kan du efterfølgende søge pædagogikum og få undervisningskompetence til gymnasiet. pædagogikum ved de gymnasiale r arbejdsområder undervisning på gymnasier, seminarier, højskoler mv. kulturområdet du lærer om alle former for teater og også om kreative processer, samarbejde og kommunikation. 1. formulering af interesser: jeg brænder for at analysere teaterstykker og scenekunst, og elsker at deltage i kreative processer med andre. min interesse for kultur og kommunikation gør mig nysgerrig på dramaturgi, især hvordan historie og teori former moderne teater. jeg søger en , der kombinerer teoretisk dybde med praktisk samarbejde, fx ved at arbejde med sceniske udtryk. 2. googlesøgninger: hvad laver en dramaturg i ? dramaturgi karrieremuligheder praktik inden for teater eller film til studerende 3. jobtitler: dramaturg teaterfilm kulturkoordinator eventskommunikation kort, præcist og varieret."
europaeisk etnologi,Humaniora,https://www.ug.dk/uddannelser/bachelorogkandidatuddannelser/bacheloruddannelser/humanistiskebacheloruddannelser/oevrigehumaniora/europaeisk-etnologi,"europaeisk etnologi. humaniora. etnologi handler om menneskers måde at leve på. du lærer at forstå og formidle forskelle i menneskers levevis ved hjælp af bl. a. fagets kulturteorier. på lærer du også om forskellige arbejdsmetoder, som etnologer bruger til at få viden om menneskers måder at leve på, bl. a. interview og deltagerobservation. jobmulighederne som færdiguddannet etnolog er typisk inden for arbejde med kulturanalyse og formidling i offentlige og private organisationer som fx virksomheder og museer. undervisningen veksler mellem holdundervisning, forelæsninger og projektarbejde. du vil både arbejde selvstændigt og i grupper med tekster og projekter. en del af den videnskabelige litteratur, du skal læse, vil være skrevet på engelsk. ekskursioner der er mulighed for ekskursioner i såvel som udlandet. europæisk etnologi anvendt kulturanalyse : . jobmuligheder etnologer finder ofte arbejde i det private erhvervsliv, bl. a. inden for rådgivningsvirksomhed, i kommuner og i staten med fx kulturpolitik, byplanlægning eller socialt arbejde samt på kulturhistoriske museer. arbejdsområder organisation, udvikling og rådgivning kultur og museumsarbejde du lærer at forstå og formidle forskelle i menneskers levevis ved hjælp af bl. a. fagets kulturteorier. 1. formulering af interesser: jeg er fascineret af kulturelle forskelle og hvordan de påvirker dagligdagen. jeg vil gerne analysere og formidle menneskers levevis gennem kulturteorier og feltarbejde. min interesse for kulturanalyse og samfundsforståelse motiverer mig til at undersøge europæiske livsstile. 2. googlesøgninger: hvad laver en etnolog? karrieremuligheder med europæisk etnologi kulturanalyse jobs i 3. jobtitler: kulturanalytiker i en rådgivningsvirksomhed museumsformidler eller kurator på et kulturhistorisk museum"
film og medievidenskab,Humaniora,https://www.ug.dk/uddannelser/bachelorogkandidatuddannelser/bacheloruddannelser/humanistiskebacheloruddannelser/oevrigehumaniora/film-og-medievidenskab,"film og medievidenskab. humaniora. handler om at analysere hverdagens forskellige medier og undersøge, hvordan de påvirker mennesker, kultur og samfund. på arbejder du med filmkunsten og med forskellige medier som fx video, computer, tv, aviser og radio, og du studerer forskellige genrer, bl. a. reklame, nyheder, kunst og underholdning. er mere teoretisk end praktisk. efter kan du søge optagelse på en kandidat. dine jobmuligheder som færdiguddannet ligger inden for film, tv, reklame og itbranchen eller som informations eller prmedarbejder i virksomheder eller organisationer. undervisningen foregår som en blanding af holdundervisning i teori og analyse samt praktiske øvelser og perioder med videoproduktion. film og medievidenskab : . jobmuligheder giver jobmuligheder inden for film, tv, reklame og itbranchen samt inden for digital kommunikation og sociale medier. du vil også være kvalificeret til at løse opgaver som underviser eller informations og pressemedarbejder. arbejdsområder medie, kultur, turisme, idræt og underholdning 1. formulering af interesser: jeg er fascineret af, hvordan medier som film og sociale platforme påvirker vores opfattelse af virkeligheden. jeg elsker at analysere film og reklamer for at forstå deres fortælteknikker og kulturelle betydning. min interesse for digitale medier og kommunikation får mig til at overveje en karriere inden for kreativ eller analytisk medieproduktion. 2. googlesøgninger: hvad kan jeg blive med en i film og medievidenskab? praktikmuligheder inden for mediebranchen i kandidatr efter medievidenskab 3. jobtitler: mediekonsulent inden for reklame eller digital kommunikation content manager på sociale medier eller i en tvproduktion"
filosofi,Humaniora,https://www.ug.dk/uddannelser/bachelorogkandidatuddannelser/bacheloruddannelser/humanistiskebacheloruddannelser/oevrigehumaniora/filosofi,"filosofi. humaniora. filosofi har fokus på menneskets forståelse af verden, som den kommer til udtryk i kunst, religion og videnskab. filosofi handler om mennesker, tænkning og verden i bredeste forstand. på arbejder du både teoretisk og praktisk med historisk og moderne filosofi, og du studerer fag som logik, videnskabsteori, æstetik, etik og politisk filosofi. filosofi sprogpsykologi jobmuligheder som færdiguddannet vil du have jobmuligheder i private og offentlige virksomheder og organisationer. det kan fx være i kommuner og ministerier, i interesseorganisationer, i mediebranchen, på forlag, i finansielle institutioner og på dagblade. du vil også have mulighed for at arbejde som underviser på fx gymnasier, universiteter og højskoler. pædagogikum filosofi er et gymnasie og hffag. kombinerer du faget med et andet gymnasiefag, kan du efterfølgende søge pædagogikum og få undervisningskompetence til gymnasiet. pædagogikum ved de gymnasiale r arbejdsområder undervisning på gymnasier, seminarier, højskoler mv. administrativt arbejde jeg er fascineret af menneskelig tænkning og etik, og hvordan filosofi kan bruges til at analysere samfundets udfordringer. jeg elsker at diskutere store spørgsmål om livet, videnskab og kunst, og vil gerne fordybe mig i teoretisk og praktisk filosofi. jeg brænder for at undersøge, hvordan idéer fra historien kan hjælpe os med at forstå moderne problemer som retfærdighed og politik. hvad kan man arbejde med som filosof? filosofi jobmuligheder kombination af filosofi og pædagogikum underviser i filosofi gymnasiehøjskole politisk rådgiver eller analytiker i en ngo"
filosofi og videnskabsteori,Humaniora,https://www.ug.dk/uddannelser/bachelorogkandidatuddannelser/bacheloruddannelser/humanistiskebacheloruddannelser/oevrigehumaniora/filosofi-og-videnskabsteori,"filosofi og videnskabsteori. humaniora. handler om, hvordan vi som mennesker forstår verden omkring os. du kommer bl. a. til at beskæftige dig med etik, metafysik og erkendelsesteori. du lærer også at analysere både filosofiske og videnskabsteoretiske problemstillinger i et historisk perspektiv. du vælger selv, om du vil fokusere på filosofi eller på videnskabsteori i dit projektarbejde. en afsluttet giver adgang til at læse videre på en kandidat. du vil som færdiguddannet have jobmuligheder inden for fx undervisning eller forlags og itbranchen. undervisningen er projektorienteret, og gennem dit valg af projekter bestemmer du selv, om du vil lægge vægt på det filosofiske eller det videnskabsteoretiske aspekt. filosofi og videnskabsteori : . jobmuligheder giver dig som færdiguddannet jobmuligheder inden for undervisning eller i fx konsulentvirksomhed, forlagsbranchen og itvirksomheder. arbejdsområder administrativt arbejde undervisning og vejledning du lærer også at analysere både filosofiske og videnskabsteoretiske problemstillinger i et historisk perspektiv. 1. formulering af interesser: jeg er fascineret af, hvordan vi tænker og forstår verden, især etik og videnskabens grænser. jeg elsker at diskutere store livsspørgsmål og analysere idéers udvikling gennem historien. jeg vil gerne undersøge, hvordan videnskab og filosofi påvirker samfundet og teknologi. 2. googlesøgninger: hvad kan jeg blive med en grad i filosofi og videnskabsteori? filosofi vs. videnskabsteori forskelle og karriereveje universiteters kandidatr efter filosofi 3. jobtitler: underviser i filosofietik konsulent i videnskabskommunikation"
forhistorisk arkaeologi,Humaniora,https://www.ug.dk/uddannelser/bachelorogkandidatuddannelser/bacheloruddannelser/humanistiskebacheloruddannelser/oevrigehumaniora/forhistorisk-arkaeologi,"forhistorisk arkaeologi. humaniora. på i forhistorisk arkæologi lærer du om forhistorien og dens udvikling fra oldtiden frem til slutningen af vikingetiden. du undersøger de historiske perioder, der ikke er bearbejdet af skriftlige kilder. du får en større forståelse for fortiden og får i løbet af studietiden en bred faglighed og et godt kendskab til både etnografi, historie og samfundsforhold. som færdiguddannet i forhistorisk arkæologi kan du finde beskæftigelse ved arkæologiske udgravninger, i arkiver og museer eller inden for andre former for kulturformidling. undervisningen veksler mellem forelæsninger, diskussioner mellem studerende og undervisere, projekter, skriftlige øvelser og ekskursioner. en del af undervisningen foregår på bl. a. nationalmuseet, historiskarkæologisk forsøgscenter i lejre og københavns bymuseum. selvstudium vær forberedt på, at store dele af studiet foregår som selvstudium. forhistorisk arkæologi tværkulturelle studier : . jobmuligheder i forhistorisk arkæologi giver dig jobmuligheder inden for museernes udgravningsvirksomhed og kulturformidling. du har også mulighed for at arbejde hos fx fredningsmyndighederne. arbejdsområder kultur og museumsarbejde du får en større forståelse for fortiden og får i løbet af studietiden en bred faglighed og et godt kendskab til både etnografi, historie og samfundsforhold. jeg er fascineret af menneskets tidlige historie og vil gerne arbejde med at afdække fortiden gennem arkæologiske metoder. jeg brænder for kulturforståelse og samfundsudvikling, især i perioder uden skriftlige kilder. mine interesser ligger i etnografi, museumsarbejde og praktisk feltforskning, fx gennem udgravninger. hvad laver en forhistorisk arkæolog? jobmuligheder efter i forhistorisk arkæologi praktikpladser på nationalmuseet eller lejre forsøgscenter museumsinspektør kulturformidler i fredningsmyndigheder"
historie,Humaniora,https://www.ug.dk/uddannelser/bachelorogkandidatuddannelser/bacheloruddannelser/humanistiskebacheloruddannelser/oevrigehumaniora/historie,"historie. humaniora. historie handler om, hvordan vi forstår og beskriver fortiden og de historiske begivenheder. på lærer du at arbejde analytisk og kritisk med fortidens kilder. du får undervisning i historiens lange linjer, som giver dig et overblik over de forskellige historiske perioder. samtidig lærer du at beherske litteratur og informationssøgning. som færdiguddannet kan du fx arbejde med undervisning, eller du kan blive ansat på arkiver eller museer. det er også muligt at arbejde med kommunikation i det offentlige eller det private erhvervsliv. undervisningen veksler mellem forelæsninger, holdundervisning med studenteroplæg og diskussion og mere selvstændigt projektarbejde, der ofte er gruppebaseret. udlandsophold historie american studies european studies : . jobmuligheder du har fremtidige jobmuligheder inden for bl. a. undervisning, kommunikation og formidling samt i medieverden og i den offentlige administration. traditionelt får historikere job ved gymnasier, seminarier, arkiver, museer, videnskabelige biblioteker og højere læreanstalter. du kan også få job i offentlig administration og i erhvervslivet, hvor du typisk arbejder med kommunikation, information og formidling. pædagogikum historie er et gymnasie og hffag. kombinerer du faget med et andet gymnasiefag, kan du efterfølgende søge pædagogikum og få undervisningskompetence til gymnasiet. pædagogikum ved de gymnasiale r arbejdsområder administrativt arbejde undervisning på gymnasier, seminarier, højskoler mv. kultur og museumsarbejde du får undervisning i historiens lange linjer, som giver dig et overblik over de forskellige historiske perioder. jeg er fascineret af, hvordan fortiden former nutiden, og elsker at analysere historiske begivenheder og deres årsager. jeg brænder for at arbejde med arkiver og museer, hvor jeg kan formidle historie til andre. mit mål er at undervise i historie eller arbejde med kommunikation, hvor jeg kan bruge mine analytiske evner. hvad kan jeg blive med en historie? jobmuligheder efter historiestudiet i pædagogikum historie krav kommunikationskonsulent i den offentlige sektor museumsinspektør"
